"filename", "language", "TypeScript", "XML", "TypeScript JSX", "JavaScript", "SCSS", "JSON", "PostCSS", "comment", "blank", "total"
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/image-upload-button/use-image-upload.ts", "TypeScript", 102, 0, 0, 0, 0, 0, 0, 64, 27, 193
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/link-popover/index.tsx", "TypeScript JSX", 0, 0, 2, 0, 0, 0, 0, 0, 1, 3
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/link-popover/link-popover.tsx", "TypeScript JSX", 0, 0, 235, 0, 0, 0, 0, 43, 30, 308
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/link-popover/use-link-popover.ts", "TypeScript", 158, 0, 0, 0, 0, 0, 0, 80, 47, 285
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/list-button/index.tsx", "TypeScript JSX", 0, 0, 2, 0, 0, 0, 0, 0, 1, 3
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/list-button/list-button.tsx", "TypeScript JSX", 0, 0, 94, 0, 0, 0, 0, 16, 12, 122
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/list-button/use-list.ts", "TypeScript", 206, 0, 0, 0, 0, 0, 0, 75, 46, 327
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/list-dropdown-menu/index.tsx", "TypeScript JSX", 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/list-dropdown-menu/list-dropdown-menu.tsx", "TypeScript JSX", 0, 0, 89, 0, 0, 0, 0, 21, 14, 124
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/list-dropdown-menu/use-list-dropdown-menu.ts", "TypeScript", 129, 0, 0, 0, 0, 0, 0, 60, 28, 217
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/mark-button/index.tsx", "TypeScript JSX", 0, 0, 2, 0, 0, 0, 0, 0, 1, 3
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/mark-button/mark-button.tsx", "TypeScript JSX", 0, 0, 95, 0, 0, 0, 0, 16, 13, 124
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/mark-button/use-mark.ts", "TypeScript", 114, 0, 0, 0, 0, 0, 0, 71, 28, 213
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/text-align-button/index.tsx", "TypeScript JSX", 0, 0, 2, 0, 0, 0, 0, 0, 1, 3
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/text-align-button/text-align-button.tsx", "TypeScript JSX", 0, 0, 112, 0, 0, 0, 0, 19, 15, 146
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/text-align-button/use-text-align.ts", "TypeScript", 125, 0, 0, 0, 0, 0, 0, 68, 30, 223
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/undo-redo-button/index.tsx", "TypeScript JSX", 0, 0, 2, 0, 0, 0, 0, 0, 1, 3
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/undo-redo-button/undo-redo-button.tsx", "TypeScript JSX", 0, 0, 98, 0, 0, 0, 0, 16, 13, 127
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/tiptap-ui/undo-redo-button/use-undo-redo.ts", "TypeScript", 92, 0, 0, 0, 0, 0, 0, 64, 27, 183
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/accordion.tsx", "TypeScript JSX", 0, 0, 50, 0, 0, 0, 0, 0, 8, 58
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/animated-cards-stack.tsx", "TypeScript JSX", 0, 0, 217, 0, 0, 0, 0, 0, 18, 235
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/avatar.tsx", "TypeScript JSX", 0, 0, 44, 0, 0, 0, 0, 0, 7, 51
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/background-shader-demo.tsx", "TypeScript JSX", 0, 0, 28, 0, 0, 0, 0, 0, 2, 30
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/background-shader.tsx", "TypeScript JSX", 0, 0, 46, 0, 0, 0, 0, 0, 4, 50
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/badge.tsx", "TypeScript JSX", 0, 0, 31, 0, 0, 0, 0, 0, 6, 37
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/button.tsx", "TypeScript JSX", 0, 0, 51, 0, 0, 0, 0, 0, 6, 57
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/card.tsx", "TypeScript JSX", 0, 0, 71, 0, 0, 0, 0, 0, 9, 80
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/carousel.tsx", "TypeScript JSX", 0, 0, 318, 0, 0, 0, 0, 0, 34, 352
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/checkbox.tsx", "TypeScript JSX", 0, 0, 82, 0, 0, 0, 0, 0, 7, 89
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/embla-carousel.tsx", "TypeScript JSX", 0, 0, 232, 0, 0, 0, 0, 0, 31, 263
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/faqs-component.tsx", "TypeScript JSX", 0, 0, 67, 0, 0, 0, 0, 0, 4, 71
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/feature-section-with-hover-effects.tsx", "TypeScript JSX", 0, 0, 107, 0, 0, 0, 0, 0, 2, 109
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/feature-with-advantages.tsx", "TypeScript JSX", 0, 0, 82, 0, 0, 0, 0, 0, 3, 85
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/footer-map.tsx", "TypeScript JSX", 0, 0, 93, 0, 0, 0, 0, 6, 8, 107
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/gradient-background.tsx", "TypeScript JSX", 0, 0, 59, 0, 0, 0, 0, 6, 8, 73
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/image-comparison-slider-horizontal.tsx", "TypeScript JSX", 0, 0, 130, 0, 0, 0, 0, 18, 16, 164
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/input.tsx", "TypeScript JSX", 0, 0, 21, 0, 0, 0, 0, 0, 4, 25
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/interactive-hover-button.tsx", "TypeScript JSX", 0, 0, 36, 0, 0, 0, 0, 0, 4, 40
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/label.tsx", "TypeScript JSX", 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/price-box.tsx", "TypeScript JSX", 0, 0, 24, 0, 0, 0, 0, 0, 5, 29
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/progress.tsx", "TypeScript JSX", 0, 0, 216, 0, 0, 0, 0, 2, 9, 227
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/radio-group.tsx", "TypeScript JSX", 0, 0, 39, 0, 0, 0, 0, 0, 6, 45
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/select.tsx", "TypeScript JSX", 0, 0, 146, 0, 0, 0, 0, 0, 15, 161
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/shareholder-reports.tsx", "TypeScript JSX", 0, 0, 142, 0, 0, 0, 0, 12, 15, 169
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/stacking-cards.tsx", "TypeScript JSX", 0, 0, 141, 0, 0, 0, 0, 0, 14, 155
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/stepper.tsx", "TypeScript JSX", 0, 0, 359, 0, 0, 0, 0, 7, 47, 413
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/switch.tsx", "TypeScript JSX", 0, 0, 25, 0, 0, 0, 0, 0, 4, 29
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/tabs.tsx", "TypeScript JSX", 0, 0, 48, 0, 0, 0, 0, 0, 8, 56
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/testimonials-columns-1.tsx", "TypeScript JSX", 0, 0, 51, 0, 0, 0, 0, 0, 3, 54
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/textarea.tsx", "TypeScript JSX", 0, 0, 20, 0, 0, 0, 0, 0, 4, 24
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/timeline.tsx", "TypeScript JSX", 0, 0, 132, 0, 0, 0, 0, 2, 16, 150
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/components/ui/tooltip.tsx", "TypeScript JSX", 0, 0, 23, 0, 0, 0, 0, 0, 7, 30
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/hooks/use-composed-ref.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 2, 10, 48
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/hooks/use-cursor-visibility.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 0, 16, 11, 70
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/hooks/use-element-rect.ts", "TypeScript", 111, 0, 0, 0, 0, 0, 0, 28, 28, 167
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/hooks/use-is-breakpoint.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 8, 8, 36
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/hooks/use-menu-navigation.ts", "TypeScript", 136, 0, 0, 0, 0, 0, 0, 35, 24, 195
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/hooks/use-scrolling.ts", "TypeScript", 59, 0, 0, 0, 0, 0, 0, 2, 15, 76
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/hooks/use-throttled-callback.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 10, 8, 49
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/hooks/use-tiptap-editor.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 11, 5, 48
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/hooks/use-unmount.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 6, 4, 22
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/hooks/use-window-size.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 27, 14, 94
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/hooks/useScrollAnimation.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 0, 2, 6, 55
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/hooks/useVantaEffect.ts", "TypeScript", 100, 0, 0, 0, 0, 0, 0, 4, 17, 121
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 357, 53, 67, 477
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/lib/sitemap.js", "JavaScript", 0, 0, 0, 5, 0, 0, 0, 1, 2, 8
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/lib/supabase/client.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/lib/supabase/middleware.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 16, 8, 64
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/lib/supabase/server.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 3, 3, 30
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/lib/tiptap-utils.ts", "TypeScript", 358, 0, 0, 0, 0, 0, 0, 123, 74, 555
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/lib/utils.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/pages/simple.tsx", "TypeScript JSX", 0, 0, 4, 0, 0, 0, 0, 0, 2, 6
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/styles/_keyframe-animations.scss", "SCSS", 0, 0, 0, 0, 82, 0, 0, 0, 10, 92
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/styles/_variables.scss", "SCSS", 0, 0, 0, 0, 229, 0, 0, 35, 33, 297
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/types/css.d.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/types/lenis.d.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/jsonribeiro/Documents/workspace/virtualbrand/clientes/homsiengenharia/src/vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"Total", "-", 2978, 1, 11148, 5, 2474, 477, 398, 2007, 2449, 21937
